,Name,Link,Location,Number,Email,Website,Description
2036,oral-b,https://www.mwcbarcelona.com/exhibitor/oral-b/,Hall 8,,talisha.holmes@mslgroup.com,http://www.oralb.com,"Oral-B® is the worldwide leader in the over $5 billion brushing market. Part of the Procter & Gamble Company, the brand includes manual and electric toothbrushes for children and adults, oral irrigators and interdental products, such as dental floss. Oral-B® manual toothbrushes are used by more dentists than any other brand in the U.S. and many international markets."
2037,orange-2,https://www.mwcbarcelona.com/exhibitor/orange-2/,Hall 3 Stand 3K10,,mwc.event@orange.com,http://www.orange.com,"Orange is one of the world’s leading telecommunications operators with sales of 41 billion euros in 2017 and 150,000 employees worldwide at 30 September 2018, including 92,000 employees in France. Present in 28 countries, 261 million customers worldwide at 30 September 2018, including 201 million mobile customers and 20 million fixed broadband customers. Orange is also a leading provider of global IT and telecommunication services to multinational companies under the brand, Orange Business Services."
2038,orbbec-3d-technology-international-inc,https://www.mwcbarcelona.com/exhibitor/orbbec-3d-technology-international-inc/,Hall 7 Stand 7M34,,ying@orbbec3d.com,,"Are you looking to leverage a 3D device trusted by over 1,000 companies? Orbbec’s next-gen 3D cameras feature advanced depth sensing capabilities that meet the needs of businesses and developers worldwide. With enhanced outdoor performance in a more compact design, this new-gen product will expand its possibility to an even wider spectrum of applications. Orbbec continues to provide the best depth sensor on the market at a great price. Its depth sensor acquires high resolution and depth perception, in real-time. What sets Orbbec apart? Their sleek design which gives global companies just what they need – The smallest, fastest, and highest resolution 3D camera available."
2039,orbl,https://www.mwcbarcelona.com/exhibitor/orbl/,Hall 8,,a.friedman@orbl.io,,ORBL
2040,orbs,https://www.mwcbarcelona.com/exhibitor/orbs/,Hall 5 Stand 5E41,,netad@orbs.com,,"Orbs is a universal blockchain productivity layer that enables businesses and developers to create high impact solutions. The company’s infrastructure brings enterprise quality performance, full interoperability, security and a hybrid approach to create the foundation necessary to build real solutions on the blockchain. "
2041,order-group,https://www.mwcbarcelona.com/exhibitor/order-group/,Hall 8,,hello@ordergroup.pl,http://www.ordergroup.pl,"Order Group is a team of engineers and designers, who love development challenges. We are specialized in delivering Bespoke, Advanced IT Projects, Web and Mobile Apps, Product Design & Tech Consulting for the most demanding corporate and startup clients. The team of our Software House constantly keeps on gaining experience working for big corporations and creative agencies. We are the technological partner for companies from various markets, such as: finance, medical, real estate, mass transport, entertainment, construction industry, and even airspace. We believe, that the most important thing during the project development is understanding the needs of the client and transparent processes."
2042,ori-industries-1-ltd,https://www.mwcbarcelona.com/exhibitor/ori-industries-1-ltd/,Hall 7 Stand 7A11B,,,,
2043,orion,https://www.mwcbarcelona.com/exhibitor/orion/,Hall 5 Stand 5L5MR,,marketing@orionlabs.io,,"Orion Labs is a voice-first communication platform for mobile teams. Orion delivers instant and secure voice, location, and data messaging across a constellation of connected devices, applications, and AI-powered services. This powerful combination enables mobile teams to collaborate without losing focus, on any device, across any distance, without boundaries. The Orion platform includes the Orion Push to Talk app along with Orion Sync and Onyx wearables. Orion was recently named an IDC Innovator, received an Edison Award for Voice Technology, and won the 2018 “IoT Wearables Innovation Vendor of the Year” and “AI Breakthrough Best Overall Bot Solution” awards."
2044,orquest,https://www.mwcbarcelona.com/exhibitor/orquest/,Hall M8,,sumsindhu@gmail.com,http://www.orquest.es,"ORQUEST is a SaaS Workforce Management Solution specifically designed  for retailers to increase their sales and productivity at physical store, delivering high performance in-store staff scheduling.  "
2045,osram-opto-semiconductors-gmbh,https://www.mwcbarcelona.com/exhibitor/osram-opto-semiconductors-gmbh/,Hall 2,,support@osram-os.com,,"Driven by the conviction that technology makes life better, Osram Opto Semiconductors combines innovation and passion to develop and market the best optical semiconductors. Its employees are totally committed to this vision. Everyone from bright sparks to passionate developers. From the initial idea to complete implementation. From precise optical sensors for health monitoring to breathtaking stage lighting with LEDs and laser light. This is why Osram Opto Semiconductors is one of the market leaders in optical semiconductors and one of the major drivers of innovation in illumination, visualization and sensing."
2046,ossia-inc,https://www.mwcbarcelona.com/exhibitor/ossia-inc/,Hall 2 Stand 2D49MR,,bryane@ossia.com,http://www.ossia.com,"Cota, Ossia’s patented flagship technology, is quickly becoming the global standard for real wireless power. License the award-winning Cota IP and receive your Reference Design Kit to integrate wireless power over air, in motion, and at a distance within your products and spaces. No charging pads, cables, or disposable batteries required. "
2047,otm-technologies-ltd,https://www.mwcbarcelona.com/exhibitor/otm-technologies-ltd/,Hall M8,,,http://www.otmtech.com,"Phree is the world's first unrestricted, high resolution, wrtie-virtually-anywhere mobile input device. Phree lets you write, sketch, annotate and express yourself in countless other ways. On virtually any surface…"
2048,oulu-the-home-of-6g,https://www.mwcbarcelona.com/exhibitor/oulu-the-home-of-6g/,Hall 5 Stand 5C41,,,,"Oulu, world’s leader ecosystem in wireless technology development, boasts a 50-year history of expertise in high technologies. Right here novel ideas are developed into market-ready products. The innovations related to 5G base stations and networks, modems, chip sets, terminal devices, information systems, cloud services, and artificial intelligence will soon be commonly used commercial 5G networks. Oulu strives to answer global challenges and leave its mark on development for future generations. When 5G commercialization is just in the beginning, Oulu invests about 250 M euros for 6G-development, by combining expertise in wireless know-how to all business segments. "
2049,oxford-space-systems,https://www.mwcbarcelona.com/exhibitor/oxford-space-systems/,Hall M8,,,,
2050,ozmo,https://www.mwcbarcelona.com/exhibitor/ozmo/,Hall 5 Stand 5A13,,,,"Ozmo is a technology company located in Virginia that creates software to solve device and app support at scale. We do this through our support platform, which contains a repository of thousands of answers created by mapping every screen of a device or application. These answers are served up across all support channels – from traditional, agent-assisted channels to digital, self-serve channels. The Ozmo support platform assists in over 25 million support interactions each year. To learn more, visit us at ozmo.com."
2051,p-mobile-communication-limited,https://www.mwcbarcelona.com/exhibitor/p-mobile-communication-limited/,Hall M8,,pbrobbeyceo@p-mobileafrica.com,http://www.p-mobileafrica.com,P-Mobile Communication is a no-contract mobile provider on the nationwide Glo network and also prepaid mobile virtual network operator in Ghana . P-Mobile offers products and services under multiple brands which include Glo Data and Voice Service and P-Mobile branded feature phones and smart phones.
2052,p-i-works,https://www.mwcbarcelona.com/exhibitor/p-i-works/,Hall 2 Stand 2F20,,melih.murat@piworks.net,http://www.piworks.net,"P.I. Works is the leading provider of AI-driven mobile network planning, management and optimization solutions. P.I. Works combines field-proven expertise with its award-winning product portfolio and services. These solutions empower Mobile Operators to accelerate network transformation, improve network quality and reduce network management costs on the way to 5G. P.I. Works has deployed its solutions at 46 mobile network operators in 34 countries. P.I. Works also plays an important role in the development of key standards that define the future of mobile networks. We actively contribute to the ETSI, GTI, and 3GPP standardization forum."
2053,p2i,https://www.mwcbarcelona.com/exhibitor/p2i/,Hall Congress Square Stand CS126,,marketing@p2i.com,http://www.p2i.com,"Founded in 2004, P2i works with OEMs to make devices liquid resistant, improving their reliability and enabling them to survive liquid exposure in everyday accidents. P2i’s patented pulsed plasma deposition process provides the highest levels of liquid repellency by delivering hydrophobic nanocoatings on entire 3D products, on the inside and out. P2i’s technologies are trusted to protect a wider range of products – from smartphones (utilised by the world’s leading phone manufacturers including Motorola, Lenovo and Huawei) to filtration systems – with 168 patents granted or pending, and the capability to protect over half a billion phones in 2019.Visit http://www.p2i.com"
